COGS,Date,Margin,Market Size,Market,Product Line,Product Type,Product,Profit,Sales,State,Total Expenses
24,2012-10-01 00:00:00.000,36,Small Market,East,Leaves,Tea,Green Tea,18,60,Connecticut,18
0,2012-10-01 00:00:00.000,43,Small Market,East,Leaves,Tea,Green Tea,32,43,New Hampshire,11
45,2012-10-01 00:00:00.000,64,Small Market,West,Leaves,Tea,Darjeeling,-6,109,Utah,70
60,2012-10-01 00:00:00.000,84,Small Market,West,Leaves,Tea,Green Tea,0,144,Washington,84
32,2012-11-01 00:00:00.000,48,Major Market,Central,Leaves,Herbal Tea,Chamomile,29,80,Ohio,19
54,2012-11-01 00:00:00.000,67,Major Market,East,Leaves,Herbal Tea,Lemon,13,121,Florida,54
22,2012-11-01 00:00:00.000,30,Small Market,Central,Beans,Espresso,Decaf Espresso,11,52,Wisconsin,19
35,2012-11-01 00:00:00.000,47,Small Market,South,Beans,Espresso,Decaf Espresso,8,82,New Mexico,39
29,2012-11-01 00:00:00.000,35,Small Market,West,Beans,Coffee,Decaf Irish Cream,5,64,Nevada,30
29,2012-11-01 00:00:00.000,35,Small Market,Central,Beans,Coffee,Colombian,5,64,Iowa,30
34,2012-11-01 00:00:00.000,42,Small Market,East,Beans,Espresso,Regular Espresso,-3,76,New Hampshire,45
32,2012-11-01 00:00:00.000,48,Small Market,South,Beans,Espresso,Caffe Mocha,29,80,Oklahoma,19
0,2012-11-01 00:00:00.000,43,Small Market,West,Beans,Espresso,Caffe Latte,31,43,Nevada,12
33,2012-11-01 00:00:00.000,48,Small Market,West,Beans,Espresso,Caffe Latte,27,81,Utah,21
82,2012-11-01 00:00:00.000,40,Small Market,Central,Leaves,Herbal Tea,Lemon,-9,122,Missouri,49
82,2012-11-01 00:00:00.000,40,Small Market,West,Leaves,Herbal Tea,Mint,-8,122,Utah,48
35,2012-11-01 00:00:00.000,47,Small Market,Central,Leaves,Tea,Darjeeling,9,82,Missouri,38
34,2012-11-01 00:00:00.000,42,Small Market,Central,Leaves,Tea,Earl Grey,-3,76,Missouri,45
33,2012-11-01 00:00:00.000,41,Small Market,Central,Leaves,Tea,Green Tea,-4,74,Missouri,45
0,2012-11-01 00:00:00.000,43,Small Market,East,Leaves,Tea,Green Tea,32,43,New Hampshire,11
44,2012-11-01 00:00:00.000,62,Small Market,West,Leaves,Tea,Darjeeling,-7,106,Utah,69
29,2012-12-01 00:00:00.000,44,Major Market,Central,Leaves,Herbal Tea,Chamomile,25,73,Ohio,19
33,2012-12-01 00:00:00.000,49,Major Market,Central,Leaves,Herbal Tea,Lemon,29,82,Ohio,20
46,2012-12-01 00:00:00.000,57,Major Market,East,Leaves,Herbal Tea,Lemon,7,103,Massachusetts,50
30,2012-12-01 00:00:00.000,45,Major Market,East,Leaves,Tea,Darjeeling,26,75,Florida,19
29,2012-12-01 00:00:00.000,44,Major Market,East,Leaves,Tea,Green Tea,25,73,Massachusetts,19
24,2012-12-01 00:00:00.000,32,Small Market,Central,Beans,Espresso,Decaf Espresso,13,56,Wisconsin,19
0,2012-12-01 00:00:00.000,43,Small Market,West,Beans,Espresso,Caffe Latte,31,43,Nevada,12
31,2012-12-01 00:00:00.000,46,Small Market,West,Beans,Espresso,Caffe Latte,26,77,Utah,20
34,2012-12-01 00:00:00.000,51,Small Market,Central,Leaves,Herbal Tea,Lemon,30,85,Wisconsin,21
39,2012-12-01 00:00:00.000,49,Small Market,East,Leaves,Herbal Tea,Lemon,2,88,New Hampshire,47
31,2012-12-01 00:00:00.000,38,Small Market,South,Leaves,Herbal Tea,Lemon,7,69,New Mexico,31
38,2012-12-01 00:00:00.000,51,Small Market,Central,Leaves,Tea,Darjeeling,11,89,Missouri,40
39,2012-12-01 00:00:00.000,49,Small Market,Central,Leaves,Tea,Green Tea,2,88,Missouri,47
0,2012-12-01 00:00:00.000,43,Small Market,East,Leaves,Tea,Green Tea,32,43,New Hampshire,11
41,2012-12-01 00:00:00.000,66,Small Market,West,Leaves,Tea,Darjeeling,30,107,Washington,36
38,2012-12-01 00:00:00.000,51,Small Market,West,Leaves,Tea,Earl Grey,12,89,Utah,39
43,2012-12-01 00:00:00.000,63,Small Market,West,Leaves,Tea,Earl Grey,28,106,Washington,35
39,2013-10-01 00:00:00.000,51,Major Market,Central,Leaves,Herbal Tea,Lemon,40,96,Illinois,24
39,2013-10-01 00:00:00.000,51,Major Market,West,Leaves,Herbal Tea,Mint,39,96,California,25
86,2013-10-01 00:00:00.000,23,Small Market,South,Beans,Coffee,Decaf Irish Cream,-39,116,New Mexico,49
46,2013-10-01 00:00:00.000,67,Small Market,South,Beans,Espresso,Decaf Espresso,45,120,Louisiana,37
31,2013-10-01 00:00:00.000,37,Small Market,Central,Beans,Coffee,Colombian,10,72,Iowa,30
45,2013-10-01 00:00:00.000,64,Small Market,South,Beans,Espresso,Caffe Mocha,-9,116,New Mexico,70
32,2013-10-01 00:00:00.000,47,Small Market,West,Beans,Espresso,Caffe Latte,42,84,Utah,19
31,2013-10-01 00:00:00.000,37,Small Market,South,Leaves,Herbal Tea,Lemon,9,72,New Mexico,31
39,2013-10-01 00:00:00.000,53,Small Market,Central,Leaves,Tea,Darjeeling,19,98,Missouri,40
24,2013-10-01 00:00:00.000,36,Small Market,East,Leaves,Tea,Green Tea,27,64,Connecticut,18
0,2013-10-01 00:00:00.000,43,Small Market,East,Leaves,Tea,Green Tea,47,46,New Hampshire,11
45,2013-10-01 00:00:00.000,64,Small Market,West,Leaves,Tea,Darjeeling,-9,116,Utah,70
60,2013-10-01 00:00:00.000,84,Small Market,West,Leaves,Tea,Green Tea,0,153,Washington,84
32,2013-11-01 00:00:00.000,48,Major Market,Central,Leaves,Herbal Tea,Chamomile,43,85,Ohio,19
54,2013-11-01 00:00:00.000,67,Major Market,East,Leaves,Herbal Tea,Lemon,19,129,Florida,54
22,2013-11-01 00:00:00.000,30,Small Market,Central,Beans,Espresso,Decaf Espresso,16,55,Wisconsin,19
35,2013-11-01 00:00:00.000,47,Small Market,South,Beans,Espresso,Decaf Espresso,12,87,New Mexico,39
29,2013-11-01 00:00:00.000,35,Small Market,West,Beans,Coffee,Decaf Irish Cream,7,68,Nevada,30
29,2013-11-01 00:00:00.000,35,Small Market,Central,Beans,Coffee,Colombian,7,68,Iowa,30
34,2013-11-01 00:00:00.000,42,Small Market,East,Beans,Espresso,Regular Espresso,-4,81,New Hampshire,45
32,2013-11-01 00:00:00.000,48,Small Market,South,Beans,Espresso,Caffe Mocha,43,85,Oklahoma,19
0,2013-11-01 00:00:00.000,43,Small Market,West,Beans,Espresso,Caffe Latte,46,46,Nevada,12
33,2013-11-01 00:00:00.000,48,Small Market,West,Beans,Espresso,Caffe Latte,40,86,Utah,21
82,2013-11-01 00:00:00.000,40,Small Market,Central,Leaves,Herbal Tea,Lemon,-13,130,Missouri,49
82,2013-11-01 00:00:00.000,40,Small Market,West,Leaves,Herbal Tea,Mint,-12,130,Utah,48
35,2013-11-01 00:00:00.000,47,Small Market,Central,Leaves,Tea,Darjeeling,13,87,Missouri,38
34,2013-11-01 00:00:00.000,42,Small Market,Central,Leaves,Tea,Earl Grey,-4,81,Missouri,45
33,2013-11-01 00:00:00.000,41,Small Market,Central,Leaves,Tea,Green Tea,-6,79,Missouri,45
0,2013-11-01 00:00:00.000,43,Small Market,East,Leaves,Tea,Green Tea,47,46,New Hampshire,11
44,2013-11-01 00:00:00.000,62,Small Market,West,Leaves,Tea,Darjeeling,-10,113,Utah,69
29,2013-12-01 00:00:00.000,44,Major Market,Central,Leaves,Herbal Tea,Chamomile,37,78,Ohio,19
33,2013-12-01 00:00:00.000,49,Major Market,Central,Leaves,Herbal Tea,Lemon,43,87,Ohio,20
46,2013-12-01 00:00:00.000,57,Major Market,East,Leaves,Herbal Tea,Lemon,10,110,Massachusetts,50
30,2013-12-01 00:00:00.000,45,Major Market,East,Leaves,Tea,Darjeeling,39,80,Florida,19
29,2013-12-01 00:00:00.000,44,Major Market,East,Leaves,Tea,Green Tea,37,78,Massachusetts,19
24,2013-12-01 00:00:00.000,32,Small Market,Central,Beans,Espresso,Decaf Espresso,19,60,Wisconsin,19
0,2013-12-01 00:00:00.000,43,Small Market,West,Beans,Espresso,Caffe Latte,46,46,Nevada,12
31,2013-12-01 00:00:00.000,46,Small Market,West,Beans,Espresso,Caffe Latte,39,82,Utah,20
34,2013-12-01 00:00:00.000,51,Small Market,Central,Leaves,Herbal Tea,Lemon,45,91,Wisconsin,21
39,2013-12-01 00:00:00.000,49,Small Market,East,Leaves,Herbal Tea,Lemon,3,94,New Hampshire,47
31,2013-12-01 00:00:00.000,38,Small Market,South,Leaves,Herbal Tea,Lemon,10,74,New Mexico,31
38,2013-12-01 00:00:00.000,51,Small Market,Central,Leaves,Tea,Darjeeling,16,95,Missouri,40
39,2013-12-01 00:00:00.000,49,Small Market,Central,Leaves,Tea,Green Tea,3,94,Missouri,47
0,2013-12-01 00:00:00.000,43,Small Market,East,Leaves,Tea,Green Tea,47,46,New Hampshire,11
41,2013-12-01 00:00:00.000,66,Small Market,West,Leaves,Tea,Darjeeling,45,114,Washington,36
38,2013-12-01 00:00:00.000,51,Small Market,West,Leaves,Tea,Earl Grey,18,95,Utah,39
43,2013-12-01 00:00:00.000,63,Small Market,West,Leaves,Tea,Earl Grey,42,113,Washington,35
51,2012-10-01 00:00:00.000,71,Major Market,Central,Beans,Coffee,Decaf Irish Cream,-5,122,Ohio,76
52,2012-10-01 00:00:00.000,71,Major Market,Central,Beans,Coffee,Amaretto,26,123,Ohio,45
43,2012-10-01 00:00:00.000,64,Major Market,Central,Beans,Coffee,Colombian,28,107,Ohio,36
51,2012-10-01 00:00:00.000,65,Major Market,East,Beans,Espresso,Caffe Mocha,-11,116,Massachusetts,76
72,2012-10-01 00:00:00.000,110,Major Market,South,Beans,Espresso,Caffe Latte,55,182,Texas,55
48,2012-10-01 00:00:00.000,70,Major Market,East,Leaves,Tea,Green Tea,46,118,Florida,24
60,2012-10-01 00:00:00.000,99,Small Market,South,Beans,Espresso,Caffe Mocha,58,159,Louisiana,41
52,2012-10-01 00:00:00.000,71,Small Market,West,Beans,Espresso,Caffe Mocha,27,123,Oregon,44
56,2012-10-01 00:00:00.000,70,Small Market,West,Beans,Espresso,Caffe Mocha,16,126,Washington,54
56,2012-10-01 00:00:00.000,70,Small Market,South,Leaves,Herbal Tea,Chamomile,16,126,Oklahoma,54
45,2012-10-01 00:00:00.000,69,Small Market,West,Leaves,Herbal Tea,Lemon,23,114,Utah,46
52,2012-11-01 00:00:00.000,73,Major Market,Central,Beans,Coffee,Decaf Irish Cream,-3,125,Ohio,76
46,2012-11-01 00:00:00.000,68,Major Market,Central,Beans,Coffee,Colombian,32,114,Ohio,36
52,2012-11-01 00:00:00.000,73,Major Market,Central,Leaves,Herbal Tea,Lemon,-4,125,Colorado,77
59,2012-11-01 00:00:00.000,79,Major Market,Central,Leaves,Herbal Tea,Mint,32,138,Colorado,47
59,2012-11-01 00:00:00.000,79,Major Market,South,Leaves,Herbal Tea,Chamomile,32,138,Texas,47
50,2012-11-01 00:00:00.000,73,Major Market,East,Leaves,Tea,Green Tea,47,123,New York,26
53,2012-11-01 00:00:00.000,71,Small Market,East,Beans,Espresso,Decaf Espresso,26,124,Connecticut,45
54,2012-11-01 00:00:00.000,78,Small Market,West,Beans,Espresso,Decaf Espresso,52,132,Utah,26
43,2012-11-01 00:00:00.000,66,Small Market,South,Beans,Coffee,Colombian,20,109,New Mexico,46
61,2012-11-01 00:00:00.000,86,Small Market,South,Beans,Espresso,Caffe Latte,1,147,Louisiana,85
55,2012-11-01 00:00:00.000,69,Small Market,West,Beans,Espresso,Caffe Latte,16,124,Oregon,53
82,2012-11-01 00:00:00.000,102,Small Market,East,Leaves,Herbal Tea,Lemon,38,184,Connecticut,64
61,2012-11-01 00:00:00.000,86,Small Market,Central,Leaves,Tea,Earl Grey,2,147,Wisconsin,84
53,2012-11-01 00:00:00.000,88,Small Market,West,Leaves,Tea,Darjeeling,49,141,Washington,39
47,2012-12-01 00:00:00.000,65,Major Market,Central,Beans,Coffee,Decaf Irish Cream,-6,112,Ohio,71
54,2012-12-01 00:00:00.000,73,Major Market,Central,Beans,Coffee,Amaretto,29,127,Ohio,44
67,2012-12-01 00:00:00.000,101,Major Market,South,Beans,Espresso,Caffe Latte,47,168,Texas,54
54,2012-12-01 00:00:00.000,79,Major Market,Central,Leaves,Tea,Darjeeling,53,133,Illinois,26
63,2012-12-01 00:00:00.000,76,Small Market,Central,Beans,Coffee,Decaf Irish Cream,36,139,Missouri,40
49,2012-12-01 00:00:00.000,65,Small Market,East,Beans,Espresso,Decaf Espresso,21,114,Connecticut,44
50,2012-12-01 00:00:00.000,73,Small Market,West,Beans,Espresso,Decaf Espresso,47,123,Utah,26
52,2012-12-01 00:00:00.000,75,Small Market,East,Beans,Coffee,Amaretto,37,127,New Hampshire,38
55,2012-12-01 00:00:00.000,76,Small Market,East,Beans,Espresso,Caffe Mocha,-2,131,Connecticut,78
49,2012-12-01 00:00:00.000,69,Small Market,East,Beans,Espresso,Caffe Mocha,-4,118,New Hampshire,73
41,2012-12-01 00:00:00.000,57,Small Market,West,Beans,Coffee,Colombian,1,98,Oregon,56
54,2012-12-01 00:00:00.000,73,Small Market,West,Beans,Espresso,Caffe Mocha,28,127,Oregon,45
65,2012-12-01 00:00:00.000,80,Small Market,South,Leaves,Herbal Tea,Chamomile,22,145,Oklahoma,58
52,2012-12-01 00:00:00.000,75,Small Market,West,Leaves,Herbal Tea,Chamomile,36,127,Utah,39
48,2012-12-01 00:00:00.000,74,Small Market,West,Leaves,Herbal Tea,Lemon,28,122,Utah,46
49,2012-12-01 00:00:00.000,71,Small Market,West,Leaves,Herbal Tea,Lemon,46,120,Washington,25
50,2012-12-01 00:00:00.000,73,Small Market,East,Leaves,Tea,Darjeeling,47,123,Connecticut,26
51,2013-10-01 00:00:00.000,71,Major Market,Central,Beans,Coffee,Decaf Irish Cream,-7,130,Ohio,76
52,2013-10-01 00:00:00.000,71,Major Market,Central,Beans,Coffee,Amaretto,39,131,Ohio,45
43,2013-10-01 00:00:00.000,64,Major Market,Central,Beans,Coffee,Colombian,42,114,Ohio,36
51,2013-10-01 00:00:00.000,65,Major Market,East,Beans,Espresso,Caffe Mocha,-16,124,Massachusetts,76
72,2013-10-01 00:00:00.000,110,Major Market,South,Beans,Espresso,Caffe Latte,82,194,Texas,55
48,2013-10-01 00:00:00.000,70,Major Market,East,Leaves,Tea,Green Tea,68,126,Florida,24
60,2013-10-01 00:00:00.000,99,Small Market,South,Beans,Espresso,Caffe Mocha,86,169,Louisiana,41
52,2013-10-01 00:00:00.000,71,Small Market,West,Beans,Espresso,Caffe Mocha,40,131,Oregon,44
56,2013-10-01 00:00:00.000,70,Small Market,West,Beans,Espresso,Caffe Mocha,24,134,Washington,54
56,2013-10-01 00:00:00.000,70,Small Market,South,Leaves,Herbal Tea,Chamomile,24,134,Oklahoma,54
45,2013-10-01 00:00:00.000,69,Small Market,West,Leaves,Herbal Tea,Lemon,34,121,Utah,46
52,2013-11-01 00:00:00.000,73,Major Market,Central,Beans,Coffee,Decaf Irish Cream,-4,133,Ohio,76
46,2013-11-01 00:00:00.000,68,Major Market,Central,Beans,Coffee,Colombian,47,121,Ohio,36
52,2013-11-01 00:00:00.000,73,Major Market,Central,Leaves,Herbal Tea,Lemon,-6,133,Colorado,77
59,2013-11-01 00:00:00.000,79,Major Market,Central,Leaves,Herbal Tea,Mint,47,147,Colorado,47
59,2013-11-01 00:00:00.000,79,Major Market,South,Leaves,Herbal Tea,Chamomile,47,147,Texas,47
50,2013-11-01 00:00:00.000,73,Major Market,East,Leaves,Tea,Green Tea,70,131,New York,26
53,2013-11-01 00:00:00.000,71,Small Market,East,Beans,Espresso,Decaf Espresso,39,132,Connecticut,45
54,2013-11-01 00:00:00.000,78,Small Market,West,Beans,Espresso,Decaf Espresso,77,141,Utah,26
43,2013-11-01 00:00:00.000,66,Small Market,South,Beans,Coffee,Colombian,30,116,New Mexico,46
61,2013-11-01 00:00:00.000,86,Small Market,South,Beans,Espresso,Caffe Latte,1,157,Louisiana,85
55,2013-11-01 00:00:00.000,69,Small Market,West,Beans,Espresso,Caffe Latte,24,132,Oregon,53
82,2013-11-01 00:00:00.000,102,Small Market,East,Leaves,Herbal Tea,Lemon,56,196,Connecticut,64
61,2013-11-01 00:00:00.000,86,Small Market,Central,Leaves,Tea,Earl Grey,3,157,Wisconsin,84
53,2013-11-01 00:00:00.000,88,Small Market,West,Leaves,Tea,Darjeeling,73,150,Washington,39
47,2013-12-01 00:00:00.000,65,Major Market,Central,Beans,Coffee,Decaf Irish Cream,-9,119,Ohio,71
54,2013-12-01 00:00:00.000,73,Major Market,Central,Beans,Coffee,Amaretto,43,135,Ohio,44
67,2013-12-01 00:00:00.000,101,Major Market,South,Beans,Espresso,Caffe Latte,70,179,Texas,54
54,2013-12-01 00:00:00.000,79,Major Market,Central,Leaves,Tea,Darjeeling,79,142,Illinois,26
63,2013-12-01 00:00:00.000,76,Small Market,Central,Beans,Coffee,Decaf Irish Cream,53,148,Missouri,40
49,2013-12-01 00:00:00.000,65,Small Market,East,Beans,Espresso,Decaf Espresso,31,121,Connecticut,44
50,2013-12-01 00:00:00.000,73,Small Market,West,Beans,Espresso,Decaf Espresso,70,131,Utah,26
52,2013-12-01 00:00:00.000,75,Small Market,East,Beans,Coffee,Amaretto,55,135,New Hampshire,38
55,2013-12-01 00:00:00.000,76,Small Market,East,Beans,Espresso,Caffe Mocha,-3,140,Connecticut,78
49,2013-12-01 00:00:00.000,69,Small Market,East,Beans,Espresso,Caffe Mocha,-6,126,New Hampshire,73
41,2013-12-01 00:00:00.000,57,Small Market,West,Beans,Coffee,Colombian,1,104,Oregon,56
54,2013-12-01 00:00:00.000,73,Small Market,West,Beans,Espresso,Caffe Mocha,42,135,Oregon,45
65,2013-12-01 00:00:00.000,80,Small Market,South,Leaves,Herbal Tea,Chamomile,33,155,Oklahoma,58
52,2013-12-01 00:00:00.000,75,Small Market,West,Leaves,Herbal Tea,Chamomile,53,135,Utah,39
48,2013-12-01 00:00:00.000,74,Small Market,West,Leaves,Herbal Tea,Lemon,42,130,Utah,46
49,2013-12-01 00:00:00.000,71,Small Market,West,Leaves,Herbal Tea,Lemon,68,128,Washington,25
50,2013-12-01 00:00:00.000,73,Small Market,East,Leaves,Tea,Darjeeling,70,131,Connecticut,26
21,2012-10-01 00:00:00.000,32,Major Market,Central,Leaves,Herbal Tea,Chamomile,16,53,Ohio,16
27,2012-10-01 00:00:00.000,39,Major Market,Central,Leaves,Herbal Tea,Lemon,20,66,Ohio,19
56,2012-10-01 00:00:00.000,70,Major Market,East,Leaves,Herbal Tea,Lemon,16,126,Florida,54
54,2012-10-01 00:00:00.000,66,Major Market,East,Leaves,Herbal Tea,Lemon,13,120,Massachusetts,53
21,2012-10-01 00:00:00.000,32,Major Market,East,Leaves,Tea,Green Tea,15,53,Massachusetts,17
39,2012-10-01 00:00:00.000,53,Small Market,South,Beans,Espresso,Decaf Espresso,14,92,New Mexico,39
23,2012-10-01 00:00:00.000,35,Small Market,West,Beans,Espresso,Decaf Espresso,17,58,Nevada,18
21,2012-10-01 00:00:00.000,31,Small Market,Central,Beans,Coffee,Amaretto,15,52,Iowa,16
25,2012-10-01 00:00:00.000,31,Small Market,East,Beans,Espresso,Regular Espresso,-12,56,New Hampshire,43
21,2012-10-01 00:00:00.000,32,Small Market,South,Beans,Espresso,Caffe Mocha,15,53,Oklahoma,17
0,2012-10-01 00:00:00.000,43,Small Market,West,Beans,Espresso,Caffe Latte,32,43,Nevada,11
34,2012-10-01 00:00:00.000,43,Small Market,East,Leaves,Herbal Tea,Lemon,-3,77,New Hampshire,46
21,2012-10-01 00:00:00.000,31,Small Market,South,Leaves,Herbal Tea,Chamomile,14,52,New Mexico,17
25,2012-10-01 00:00:00.000,36,Small Market,West,Leaves,Herbal Tea,Chamomile,17,61,Oregon,19
34,2012-10-01 00:00:00.000,43,Small Market,Central,Leaves,Tea,Green Tea,-3,77,Missouri,46
21,2012-10-01 00:00:00.000,31,Small Market,East,Leaves,Tea,Darjeeling,14,52,New Hampshire,17
39,2012-10-01 00:00:00.000,53,Small Market,West,Leaves,Tea,Earl Grey,14,92,Utah,39
46,2012-10-01 00:00:00.000,67,Small Market,West,Leaves,Tea,Earl Grey,31,113,Washington,36
22,2012-11-01 00:00:00.000,34,Small Market,West,Beans,Espresso,Decaf Espresso,17,56,Nevada,17
34,2012-11-01 00:00:00.000,42,Small Market,South,Beans,Espresso,Caffe Latte,-4,76,New Mexico,46
22,2012-11-01 00:00:00.000,30,Small Market,West,Beans,Espresso,Caffe Latte,11,52,Washington,19
33,2012-11-01 00:00:00.000,41,Small Market,East,Leaves,Herbal Tea,Lemon,-4,74,New Hampshire,45
29,2012-11-01 00:00:00.000,35,Small Market,South,Leaves,Herbal Tea,Lemon,5,64,New Mexico,30
25,2012-11-01 00:00:00.000,38,Small Market,West,Leaves,Herbal Tea,Chamomile,19,63,Oregon,19
15,2012-11-01 00:00:00.000,24,Small Market,East,Leaves,Tea,Darjeeling,8,39,New Hampshire,16
32,2012-11-01 00:00:00.000,48,Small Market,West,Leaves,Tea,Darjeeling,28,80,Oregon,20
35,2012-11-01 00:00:00.000,47,Small Market,West,Leaves,Tea,Earl Grey,9,82,Utah,38
34,2012-11-01 00:00:00.000,42,Small Market,West,Leaves,Tea,Green Tea,-3,76,Utah,45
24,2012-12-01 00:00:00.000,32,Major Market,East,Leaves,Herbal Tea,Chamomile,12,56,Florida,20
38,2012-12-01 00:00:00.000,51,Small Market,South,Beans,Espresso,Decaf Espresso,12,89,New Mexico,39
23,2012-12-01 00:00:00.000,35,Small Market,West,Beans,Espresso,Decaf Espresso,17,58,Nevada,18
16,2012-12-01 00:00:00.000,25,Small Market,Central,Beans,Coffee,Amaretto,10,41,Iowa,15
31,2012-12-01 00:00:00.000,38,Small Market,Central,Beans,Coffee,Colombian,8,69,Iowa,30
20,2012-12-01 00:00:00.000,25,Small Market,East,Beans,Espresso,Regular Espresso,-16,45,New Hampshire,41
29,2012-12-01 00:00:00.000,44,Small Market,South,Beans,Espresso,Caffe Mocha,24,73,Oklahoma,20
24,2012-12-01 00:00:00.000,32,Small Market,West,Beans,Espresso,Caffe Latte,13,56,Washington,19
24,2012-12-01 00:00:00.000,36,Small Market,West,Leaves,Herbal Tea,Chamomile,19,60,Oregon,17
16,2012-12-01 00:00:00.000,25,Small Market,East,Leaves,Tea,Darjeeling,10,41,New Hampshire,15
29,2012-12-01 00:00:00.000,44,Small Market,West,Leaves,Tea,Darjeeling,25,73,Oregon,19
21,2013-10-01 00:00:00.000,32,Major Market,Central,Leaves,Herbal Tea,Chamomile,24,56,Ohio,16
27,2013-10-01 00:00:00.000,39,Major Market,Central,Leaves,Herbal Tea,Lemon,30,70,Ohio,19
56,2013-10-01 00:00:00.000,70,Major Market,East,Leaves,Herbal Tea,Lemon,24,134,Florida,54
54,2013-10-01 00:00:00.000,66,Major Market,East,Leaves,Herbal Tea,Lemon,19,128,Massachusetts,53
21,2013-10-01 00:00:00.000,32,Major Market,East,Leaves,Tea,Green Tea,22,56,Massachusetts,17
39,2013-10-01 00:00:00.000,53,Small Market,South,Beans,Espresso,Decaf Espresso,21,98,New Mexico,39
23,2013-10-01 00:00:00.000,35,Small Market,West,Beans,Espresso,Decaf Espresso,25,62,Nevada,18
21,2013-10-01 00:00:00.000,31,Small Market,Central,Beans,Coffee,Amaretto,22,55,Iowa,16
25,2013-10-01 00:00:00.000,31,Small Market,East,Beans,Espresso,Regular Espresso,-18,60,New Hampshire,43
21,2013-10-01 00:00:00.000,32,Small Market,South,Beans,Espresso,Caffe Mocha,22,56,Oklahoma,17
0,2013-10-01 00:00:00.000,43,Small Market,West,Beans,Espresso,Caffe Latte,47,46,Nevada,11
34,2013-10-01 00:00:00.000,43,Small Market,East,Leaves,Herbal Tea,Lemon,-4,82,New Hampshire,46
21,2013-10-01 00:00:00.000,31,Small Market,South,Leaves,Herbal Tea,Chamomile,21,55,New Mexico,17
25,2013-10-01 00:00:00.000,36,Small Market,West,Leaves,Herbal Tea,Chamomile,25,65,Oregon,19
34,2013-10-01 00:00:00.000,43,Small Market,Central,Leaves,Tea,Green Tea,-4,82,Missouri,46
21,2013-10-01 00:00:00.000,31,Small Market,East,Leaves,Tea,Darjeeling,21,55,New Hampshire,17
39,2013-10-01 00:00:00.000,53,Small Market,West,Leaves,Tea,Earl Grey,21,98,Utah,39
46,2013-10-01 00:00:00.000,67,Small Market,West,Leaves,Tea,Earl Grey,46,120,Washington,36
